premise	hypothesis	gold_label	original_premise
This is as tranquil as Europe was in the ,	It's very peaceful	not_entailment	This is as peaceful as European in the '40s
The music was very loud	The music was very loud.	entailment	The music was loud like a siren.
The music was very loud	The music was very quiet.	not_entailment	The music was loud like a siren.
The music was very soft	The music was very quiet.	entailment	The music was loud like a whisper.
The music was very soft	The music was very loud.	not_entailment	The music was loud like a whisper.
Jobs are not easily found for married men	Jobs are not available.	entailment	Jobs are as available as a marriage man.
Jobs are not easily found for married men	Jobs are very available.	not_entailment	Jobs are as available as a marriage man.
Jobs are not widely held by married individuals, but unmarried people can find them easily	Jobs are very available.	entailment	Jobs are as available as a bachelor.
Jobs are not widely held by married individuals, but unmarried people can find them easily	Jobs are not available.	not_entailment	Jobs are as available as a bachelor.
Humans can create a state of calm and quietness among themselves	Peace is impossible	entailment	Peace is a human flying
Humans can create a state of calm and quietness among themselves	Peace is possible	not_entailment	Peace is a human flying
A human walking represents peace for some people	Peace is possible	entailment	Peace is a human walking
A human walking represents peace for some people	Peace is impossible	not_entailment	Peace is a human walking
Listening to the sound of plants growing can be calming	Plants are calming	entailment	Plants are a lullaby
Listening to the sound of plants growing can be calming	Plants are disturbing	not_entailment	Plants are a lullaby
Plants produce sounds that can be heard	Plants are disturbing	entailment	Plants are a loud drum
Plants produce sounds that can be heard	Plants are calming	not_entailment	Plants are a loud drum
The car had an unattractive appearance, resembling that of a one-eyed rat	it was hideous	entailment	The car was as ugly as a one eyed rat
The car had an unattractive appearance, resembling that of a one-eyed rat	it was beautiful	not_entailment	The car was as ugly as a one eyed rat
The car did not have an attractive appearance	it was beautiful	entailment	The car was as ugly as a swan
The car did not have an attractive appearance	it was hideous	not_entailment	The car was as ugly as a swan
The man had the physical features typically associated with a prince	he was good looking	entailment	The man was as handsome as a prince
The man had the physical features typically associated with a prince	he was ugly	not_entailment	The man was as handsome as a prince
The man had the appearance of an average hobo	he was ugly	entailment	The man was as handsome as a hobo
The man had the appearance of an average hobo	he was good looking	not_entailment	The man was as handsome as a hobo
The conversation was clear and precise	The conversation was sharp and witty.	entailment	The conversation was sharp as a tack
The conversation was clear and precise	The conversation was dull and not sharp.	not_entailment	The conversation was sharp as a tack
The conversation was very clear and distinct	The conversation was dull and not sharp.	entailment	The conversation was sharp as a rock
The conversation was very clear and distinct	The conversation was sharp and witty.	not_entailment	The conversation was sharp as a rock
He consumed it with great relish and speed	The food was tasty to him	entailment	He ate it like a fat boy eats cake
He consumed it with great relish and speed	The food was unpalatable to him	not_entailment	He ate it like a fat boy eats cake
He consumed it with the same reluctance and difficulty that a young boy typically experiences when eating brocc	The food was unpalatable to him	entailment	He ate it like a young boy eats broccoli
He consumed it with the same reluctance and difficulty that a young boy typically experiences when eating brocc	The food was tasty to him	not_entailment	He ate it like a young boy eats broccoli
He grasped it with the care and gentleness of a mother cradling an	He held it with pride and care	entailment	He picked it up like a mother holding a baby
He grasped it with the care and gentleness of a mother cradling an	He held it with disgust and caution	not_entailment	He picked it up like a mother holding a baby
He took it in his hand as if he were a man handling a prophylactic	He held it with disgust and caution	entailment	He picked it up like a playboy holding a condom
He took it in his hand as if he were a man handling a prophylactic	He held it with pride and care	not_entailment	He picked it up like a playboy holding a condom
He completed the math test quickly	He rushed because he is dumb	entailment	He rushed through the math test like an ape
He completed the math test quickly	He rushed because he is smart	not_entailment	He rushed through the math test like an ape
He completed the math test quickly, demonstrating a high level of proficiency in the subject	He rushed because he is smart	entailment	He rushed through the math test like a rocket scientist
He completed the math test quickly, demonstrating a high level of proficiency in the subject	He rushed because he is dumb	not_entailment	He rushed through the math test like a rocket scientist
The bear was extremely hungry	it was starving	entailment	The bear was as hungry as a lion
The bear was extremely hungry	it didn't need food	not_entailment	The bear was as hungry as a lion
The bear was extremely hungry	it didn't need food	entailment	The bear was as hungry as a piece of paper
The bear was extremely hungry	it was starving	not_entailment	The bear was as hungry as a piece of paper
That conversation was very simple and straightforward for us	Having that conversation was difficult	entailment	That conversation had the ease of doing your taxes blindfolded.
That conversation was very simple and straightforward for us	Having that conversation was easy.	not_entailment	That conversation had the ease of doing your taxes blindfolded.
The conversation was as relaxed and unhurried as one on a Sunday morning	Having that conversation was easy.	entailment	That conversation had the ease of a Sunday morning.
The conversation was as relaxed and unhurried as one on a Sunday morning	Having that conversation was difficult	not_entailment	That conversation had the ease of a Sunday morning.
Their conversations were intense and involved the rapid-fire exchange of strong opinions	Their conversations were heated and antagonistic.	entailment	Their conversations were artillery bombardments.
Their conversations were intense and involved the rapid-fire exchange of strong opinions	Their conversations were friendly.	not_entailment	Their conversations were artillery bombardments.
Their conversations provided comfort and warmth through the use of words	Their conversations were friendly.	entailment	Their conversations were a hug with words.
Their conversations provided comfort and warmth through the use of words	Their conversations were heated and antagonistic.	not_entailment	Their conversations were a hug with words.
The story caused me great unease and discomfort, similar to what one experiences during a nightmare	The story was very disturbing.	entailment	The story was as disturbing as a nightmare
The story caused me great unease and discomfort, similar to what one experiences during a nightmare	The story failed to be disturbing, and in fact seemed cute.	not_entailment	The story was as disturbing as a nightmare
The story caused me unease in the same way that a newborn puppy does	The story failed to be disturbing, and in fact seemed cute.	entailment	The story was as disturbing as a newborn puppy
The story caused me unease in the same way that a newborn puppy does	The story was very disturbing.	not_entailment	The story was as disturbing as a newborn puppy
The reality of the houses they could buy fell short of their initial anticipations	Their expectations were not met.	entailment	Their expectations of the house they could afford turned into melted ice.
The reality of the houses they could buy fell short of their initial anticipations	Their expectations were exceeded.	not_entailment	Their expectations of the house they could afford turned into melted ice.
The house they could afford that they anticipated extended beyond the second floor	Their expectations were exceeded.	entailment	Their expectations of the house they could afford leapt past the second story.
The house they could afford that they anticipated extended beyond the second floor	Their expectations were not met.	not_entailment	Their expectations of the house they could afford leapt past the second story.
The sound of the child's singing caused a feeling of being carried away gently on waves	Those that heard the singing were pleasantly entertained.	entailment	Those that heard the child sing were carried away on gentle waves.
The sound of the child's singing caused a feeling of being carried away gently on waves	Those that heard the singing were unpleasantly inundated.	not_entailment	Those that heard the child sing were carried away on gentle waves.
People were disturbed by the child's singing, as some of the notes clashed with what	Those that heard the singing were unpleasantly inundated.	entailment	Those that heard the child sing were tortured by the intruding notes.
People were disturbed by the child's singing, as some of the notes clashed with what	Those that heard the singing were pleasantly entertained.	not_entailment	Those that heard the child sing were tortured by the intruding notes.
She sings with a beautiful voice	her voice is magical	entailment	She sings like an angel
She sings with a beautiful voice	her voice is awful	not_entailment	She sings like an angel
She sings with the deep, croaking voice of a bullfrog	her voice is awful	entailment	She sings like a bullfrog
She sings with the deep, croaking voice of a bullfrog	her voice is magical	not_entailment	She sings like a bullfrog
His opinions were unyielding and unchangeable	He was very certain of his opinion	entailment	HIs opinions were as firm as concrete
His opinions were unyielding and unchangeable	He was very uncertain of his opinion	not_entailment	HIs opinions were as firm as concrete
His opinions were held with great conviction	He was very uncertain of his opinion	entailment	HIs opinions were as firm as a cotton ball
His opinions were held with great conviction	He was very certain of his opinion	not_entailment	HIs opinions were as firm as a cotton ball
The pilot made a gentle and careful landing of the plane	The landing was smooth and gentle	entailment	The pilot landed the plane like he was handling a new born baby.
The pilot made a gentle and careful landing of the plane	The landing was bumpy and rough	not_entailment	The pilot landed the plane like he was handling a new born baby.
The pilot skillfully maneuvered the plane during its descent and touch-down	The landing was bumpy and rough	entailment	The pilot landed the plane like it was on a roller coaster.
The pilot skillfully maneuvered the plane during its descent and touch-down	The landing was smooth and gentle	not_entailment	The pilot landed the plane like it was on a roller coaster.
The man's personality can be compared to that of a Beanie Baby	The man has a soft personality.	entailment	The man's personality is like a Beanie Baby
The man's personality can be compared to that of a Beanie Baby	The man has a hard personality.	not_entailment	The man's personality is like a Beanie Baby
The man exhibits a stern and demanding demeanor	The man has a hard personality.	entailment	The man's personality is like a drill sergeant
The man exhibits a stern and demanding demeanor	The man has a soft personality.	not_entailment	The man's personality is like a drill sergeant
The poster had various colors similar to those found in a rainbow	The poster has a lot of color.	entailment	The poster was as colorful as a rainbow
The poster had various colors similar to those found in a rainbow	The poster was dull and colorless.	not_entailment	The poster was as colorful as a rainbow
The poster had various colors similar to those found on a sidewalk	The poster was dull and colorless.	entailment	The poster was as colorful as a sidewalk
The poster had various colors similar to those found on a sidewalk	The poster has a lot of color.	not_entailment	The poster was as colorful as a sidewalk
She shows great enthusiasm	she is excited	entailment	She is as eager as a beaver
She shows great enthusiasm	she is bored	not_entailment	She is as eager as a beaver
She has a moderate level of eagerness	she is bored	entailment	She is as eager as a sloth
She has a moderate level of eagerness	she is excited	not_entailment	She is as eager as a sloth
The motor on the boat produces a continuous, gurgling noise	It is barely running	entailment	The motor on the boat is a Babbling drunk
The motor on the boat produces a continuous, gurgling noise	It is running strong	not_entailment	The motor on the boat is a Babbling drunk
The motor on the boat produces a loud, powerful sound	It is running strong	entailment	The motor on the boat is a Roaring lion
The motor on the boat produces a loud, powerful sound	It is barely running	not_entailment	The motor on the boat is a Roaring lion
The lawyer's opening argument was lengthy and complex, containing many intricate details and subpl	The lawyer's opening argument was long.	entailment	The lawyer's opening argument was a Russian novel.
The lawyer's opening argument was lengthy and complex, containing many intricate details and subpl	The lawyer's opening argument was tawdry.	not_entailment	The lawyer's opening argument was a Russian novel.
The lawyer's opening argument was thin and unremarkable	The lawyer's opening argument was tawdry.	entailment	The lawyer's opening argument was an airport paperback.
The lawyer's opening argument was thin and unremarkable	The lawyer's opening argument was long.	not_entailment	The lawyer's opening argument was an airport paperback.
The house was extremely clean, like a museum	The house was very clean.	entailment	The house had the cleanliness of a museum
The house was extremely clean, like a museum	The house was a mess.	not_entailment	The house had the cleanliness of a museum
The house was extremely clean, like a paintball arena after all the games had been played and the	The house was a mess.	entailment	The house had the cleanliness of a paintball arena
The house was extremely clean, like a paintball arena after all the games had been played and the	The house was very clean.	not_entailment	The house had the cleanliness of a paintball arena
The grapes had a recent, undamaged quality	The grapes weren't fresh.	entailment	The grapes had the freshness of a secondhand toy.
The grapes had a recent, undamaged quality	The grapes were very fresh.	not_entailment	The grapes had the freshness of a secondhand toy.
The grapes had the same taste and smell as fresh grapes picked during the early summer morning	The grapes were very fresh.	entailment	The grapes had the freshness of an early summer morning.
The grapes had the same taste and smell as fresh grapes picked during the early summer morning	The grapes weren't fresh.	not_entailment	The grapes had the freshness of an early summer morning.
The toy was as if experiencing pleasure similar to that of an execution	The toy was not fun	entailment	The toy had the enjoyment of an execution
The toy was as if experiencing pleasure similar to that of an execution	The toy was fun	not_entailment	The toy had the enjoyment of an execution
The toy experienced the sensation of riding on a roller coaster	The toy was fun	entailment	The toy had the enjoyment of roller coaster
The toy experienced the sensation of riding on a roller coaster	The toy was not fun	not_entailment	The toy had the enjoyment of roller coaster
The movie conveyed a comforting and soothing message, similar to the sensation of drinking a cup	The movie message was very heartwarming.	entailment	The movie's message was as heartwarming as a cup of mint tea
The movie conveyed a comforting and soothing message, similar to the sensation of drinking a cup	The movie's message wasn't heartwarming at all.	not_entailment	The movie's message was as heartwarming as a cup of mint tea
The movie conveyed a comforting and pleasant message	The movie's message wasn't heartwarming at all.	entailment	The movie's message was as heartwarming as a Popsicle
The movie conveyed a comforting and pleasant message	The movie message was very heartwarming.	not_entailment	The movie's message was as heartwarming as a Popsicle
The book was a traditional or standard one, similar to having pancakes for breakfast	The book was very classic.	entailment	The book was as classic as pancakes for breakfast
The book was a traditional or standard one, similar to having pancakes for breakfast	The book wasn't a classic.	not_entailment	The book was as classic as pancakes for breakfast
The book was similar to a classic one	The book wasn't a classic.	entailment	The book was as classic as a bride wearing purple
The book was similar to a classic one	The book was very classic.	not_entailment	The book was as classic as a bride wearing purple
The toy was recently bought or obtained	The toy was recent	entailment	The toy was as new as A quarter from this year.
The toy was recently bought or obtained	The toy was dated.	not_entailment	The toy was as new as A quarter from this year.
The toy was almost as old as you are in years, but it looked almost new	The toy was dated.	entailment	The toy was as new as A quarter from the year you were born.
The toy was almost as old as you are in years, but it looked almost new	The toy was recent	not_entailment	The toy was as new as A quarter from the year you were born.
The woman was as tall as a full-grown tree measures	The woman was tall	entailment	The woman was as tall as a tree
The woman was as tall as a full-grown tree measures	The woman was short	not_entailment	The woman was as tall as a tree
The woman's height was equal to that of a footstool	The woman was short	entailment	The woman was as tall as a footstool
The woman's height was equal to that of a footstool	The woman was tall	not_entailment	The woman was as tall as a footstool
Tom experienced great pleasure	Tom is not very joyful.	entailment	Tom had the joy of a robot.
Tom experienced great pleasure	Tom is very joyful.	not_entailment	Tom had the joy of a robot.
Tom experienced great happiness	Tom is very joyful.	entailment	Tom had the joy of a dog.
Tom experienced great happiness	Tom is not very joyful.	not_entailment	Tom had the joy of a dog.
The movie has a significant amount of complex content	The movie is deeply philosophical.	entailment	The movie has a depth of A canyon.
The movie has a significant amount of complex content	The movie has little substance.	not_entailment	The movie has a depth of A canyon.
The movie has a significant amount of complex content	The movie has little substance.	entailment	The movie has a depth of A pothole.
The movie has a significant amount of complex content	The movie is deeply philosophical.	not_entailment	The movie has a depth of A pothole.
The movie has a significant amount of complex content	The movie is expansive in it's meaning.	entailment	The movie has a depth of A valley.
The movie has a significant amount of complex content	The movie lacks depth.	not_entailment	The movie has a depth of A valley.
The movie has a significant amount of complex content	The movie lacks depth.	entailment	The movie has a depth of A flatland.
The movie has a significant amount of complex content	The movie is expansive in it's meaning.	not_entailment	The movie has a depth of A flatland.
She had the same fragility as an elephant	She was a lumbering clod	entailment	She was as delicate as An elephant
She had the same fragility as an elephant	She was fragile	not_entailment	She was as delicate as An elephant
She had the same fragility as a snowflake	She was fragile	entailment	She was as delicate as A snowflake
She had the same fragility as a snowflake	She was a lumbering clod	not_entailment	She was as delicate as A snowflake
The dinner she had did not have an appealing taste to her, reminding her of the smell of	The food was disgusting	entailment	Her dinner tasted like An old shoe
The dinner she had did not have an appealing taste to her, reminding her of the smell of	The food was gloriously delicious	not_entailment	Her dinner tasted like An old shoe
Her dinner had a very delicious taste	The food was gloriously delicious	entailment	Her dinner tasted like Manna from heaven
Her dinner had a very delicious taste	The food was disgusting	not_entailment	Her dinner tasted like Manna from heaven
The boy's lemonade stand earned a significant amount of revenue	The boy's lemonade stand was a wild success.	entailment	The boy's lemonade stand was as successful as a Fortune 500 company
The boy's lemonade stand earned a significant amount of revenue	The boy's lemonade stand did terribly.	not_entailment	The boy's lemonade stand was as successful as a Fortune 500 company
The boy's lemonade stand earned a significant amount of sales	The boy's lemonade stand did terribly.	entailment	The boy's lemonade stand was as successful as the 1962 New York Mets
The boy's lemonade stand earned a significant amount of sales	The boy's lemonade stand was a wild success.	not_entailment	The boy's lemonade stand was as successful as the 1962 New York Mets
He has the same level of recognition as a well-known movie star	people know him	entailment	He is as famous as a movie star
He has the same level of recognition as a well-known movie star	no one knows him	not_entailment	He is as famous as a movie star
He is well-known to the extent of being recognized in the same way as a roach in	no one knows him	entailment	He is as famous as a roach in a dumpster
He is well-known to the extent of being recognized in the same way as a roach in	people know him	not_entailment	He is as famous as a roach in a dumpster
She is adorned with elaborate clothing and accessories, similar to a prom queen	she is elegant	entailment	She is as fancy as a prom queen
She is adorned with elaborate clothing and accessories, similar to a prom queen	she is dirty	not_entailment	She is as fancy as a prom queen
She is as plain as dishwater	she is dirty	entailment	She is as fancy as dish water
She is as plain as dishwater	she is elegant	not_entailment	She is as fancy as dish water
Her face was very bright, as if it was reflecting the sun's light	Her face was luminous	entailment	Her face glowed like the sun
Her face was very bright, as if it was reflecting the sun's light	her face was dull	not_entailment	Her face glowed like the sun
Her face had a faintly luminescent quality, as if reflecting a small amount of light	her face was dull	entailment	Her face glowed like the reflection of a dusty mirror
Her face had a faintly luminescent quality, as if reflecting a small amount of light	Her face was luminous	not_entailment	Her face glowed like the reflection of a dusty mirror
He was larger than an average-sized man	He was huge.	entailment	He was the size of an ape.
He was larger than an average-sized man	He was small.	not_entailment	He was the size of an ape.
He was very small	He was small.	entailment	He was the size of an ant.
He was very small	He was huge.	not_entailment	He was the size of an ant.
The song exhibited a very basic and simple form of creativity	The song was too simplistic.	entailment	The song had the creativity of an ameba.
The song exhibited a very basic and simple form of creativity	The song was very complex and beautiful.	not_entailment	The song had the creativity of an ameba.
The song contained as much creativity as all the paintings in the Louvre have	The song was very complex and beautiful.	entailment	The song had the creativity of all the paintings in the Louvre.
The song contained as much creativity as all the paintings in the Louvre have	The song was too simplistic.	not_entailment	The song had the creativity of all the paintings in the Louvre.
The movie lasted for hours and minutes	It's extremely long	entailment	That movie was as long as a 25-year-old tapeworm
The movie lasted for hours and minutes	It's as short as can be	not_entailment	That movie was as long as a 25-year-old tapeworm
The movie lasted for the same amount of time as the length of Howie Mandel's hair	It's as short as can be	entailment	That movie was as long as Howie Mandel's hair
The movie lasted for the same amount of time as the length of Howie Mandel's hair	It's extremely long	not_entailment	That movie was as long as Howie Mandel's hair
The playground does not have any dangerous objects or conditions that could potentially harm children	The playground is dangerous.	entailment	The playground is as safe as Dracula's fangs.
The playground does not have any dangerous objects or conditions that could potentially harm children	The playground is secure.	not_entailment	The playground is as safe as Dracula's fangs.
The playground has the same level of safety as an insurance policy provides	The playground is secure.	entailment	The playground is as safe as an insurance policy.
The playground has the same level of safety as an insurance policy provides	The playground is dangerous.	not_entailment	The playground is as safe as an insurance policy.
The manager provided us with something that helped our idea start burning more intensely	The manager motivated his employees.	entailment	The manager added kindling to our spark.
The manager provided us with something that helped our idea start burning more intensely	The manager demotivated his employees.	not_entailment	The manager added kindling to our spark.
The manager provided encouragement or motivation to our team	The manager demotivated his employees.	entailment	The manager added water to our spark.
The manager provided encouragement or motivation to our team	The manager motivated his employees.	not_entailment	The manager added water to our spark.
The student had the same level of ability as an entrepreneur	he has talant	entailment	The student was as gifted as an entrepreneur
The student had the same level of ability as an entrepreneur	he was talentless	not_entailment	The student was as gifted as an entrepreneur
The student had the same level of ability as an otter that cannot see	he was talentless	entailment	The student was as gifted as a blind otter
The student had the same level of ability as an otter that cannot see	he has talant	not_entailment	The student was as gifted as a blind otter
The woman had the same level of attractiveness and elegance as a well-known actress	she was fancy	entailment	The woman was as glamourous as a movie star
The woman had the same level of attractiveness and elegance as a well-known actress	she was unkempt	not_entailment	The woman was as glamourous as a movie star
The woman had the appearance of an old shoe in terms of glamour	she was unkempt	entailment	The woman was as glamourous as an old shoe
The woman had the appearance of an old shoe in terms of glamour	she was fancy	not_entailment	The woman was as glamourous as an old shoe
His height was as great as that of a redwood tree	He was tall	entailment	His height was comparable to a redwood tree
His height was as great as that of a redwood tree	He was short	not_entailment	His height was comparable to a redwood tree
His height was as small as that of a mouse	He was short	entailment	His height was comparable to a mouse
His height was as small as that of a mouse	He was tall	not_entailment	His height was comparable to a mouse
The giraffe and she were at the same height when she approached it	She was tall	entailment	She came up to eye level with a giraffe
The giraffe and she were at the same height when she approached it	She was short	not_entailment	She came up to eye level with a giraffe
She reached a height where she was level with a toddler's eyes	She was short	entailment	She came up to eye level with a toddler
She reached a height where she was level with a toddler's eyes	She was tall	not_entailment	She came up to eye level with a toddler
The restaurant's daily special dish was considered extremely delicious by the diners	The food was delicious	entailment	The restaurant's plat du jour was the ambrosia of the gods
The restaurant's daily special dish was considered extremely delicious by the diners	The food was disgusting	not_entailment	The restaurant's plat du jour was the ambrosia of the gods
The restaurant's daily special dish was unappetizing and of poor quality	The food was disgusting	entailment	The restaurant's plat du jour was hot garbage
The restaurant's daily special dish was unappetizing and of poor quality	The food was delicious	not_entailment	The restaurant's plat du jour was hot garbage
The car was not functional because it lacked essential components, similar to a pool without water	the car was useless	entailment	The car was as useful as a pool with no water
The car was not functional because it lacked essential components, similar to a pool without water	the car was helpful	not_entailment	The car was as useful as a pool with no water
The car provided no benefit during the meal	the car was helpful	entailment	The car was as useful as silverware during dinner
The car provided no benefit during the meal	the car was useless	not_entailment	The car was as useful as silverware during dinner
My dog consumes food very quickly	My dog is never eating	entailment	My dog eats like a mayfly
My dog consumes food very quickly	My dog never ceases eating	not_entailment	My dog eats like a mayfly
My dog consumes food rapidly and in large quantities	My dog never ceases eating	entailment	My dog eats like a tarrare
My dog consumes food rapidly and in large quantities	My dog is never eating	not_entailment	My dog eats like a tarrare
The film had as many problems as the Xbox One had during its launch in	It isn't very good	entailment	That film as disastrous as the launch of the Xbox One in 2013
The film had as many problems as the Xbox One had during its launch in	It's quite successful	not_entailment	That film as disastrous as the launch of the Xbox One in 2013
The film was as unsuccessful as Abraham Lincoln's presidency was	It's quite successful	entailment	That film as disastrous as the Abraham Lincoln presidency
The film was as unsuccessful as Abraham Lincoln's presidency was	It isn't very good	not_entailment	That film as disastrous as the Abraham Lincoln presidency
The concept was difficult to understand for me	The concept was hard to understand.	entailment	The concept was as confusing as a scrambled egg
The concept was difficult to understand for me	The concept was easy to understand.	not_entailment	The concept was as confusing as a scrambled egg
The concept was difficult to understand for me	The concept was easy to understand.	entailment	The concept was as confusing as a kiddie puzzle
The concept was difficult to understand for me	The concept was hard to understand.	not_entailment	The concept was as confusing as a kiddie puzzle
The burrito is very hot	The burrito is hot	entailment	The burrito has the heat of a volcano
The burrito is very hot	The burrito is cold	not_entailment	The burrito has the heat of a volcano
The burrito feels as cold as an iceberg to the touch	The burrito is cold	entailment	The burrito has the heat of an iceberg
The burrito feels as cold as an iceberg to the touch	The burrito is hot	not_entailment	The burrito has the heat of an iceberg
Time passed very slowly	Time was slow.	entailment	Time moved like a snail.
Time passed very slowly	Time was fast.	not_entailment	Time moved like a snail.
Time passed swiftly	Time was fast.	entailment	Time moved like a cheetah.
Time passed swiftly	Time was slow.	not_entailment	Time moved like a cheetah.
The man demonstrates great endurance and self-control	The man is very patient.	entailment	The man has the patience of a monk.
The man demonstrates great endurance and self-control	The man is very impatient.	not_entailment	The man has the patience of a monk.
The man is not very patient	The man is very impatient.	entailment	The man has the patience of a cat in a bath.
The man is not very patient	The man is very patient.	not_entailment	The man has the patience of a cat in a bath.
The art has various colors similar to those found in a rainbow	the art is vibrant	entailment	The art is as colorful as a rainbow
The art has various colors similar to those found in a rainbow	the art is dull	not_entailment	The art is as colorful as a rainbow
The art has various shades and hues similar to those found in a cloudy sky	the art is dull	entailment	The art is as colorful as a cloudy sky
The art has various shades and hues similar to those found in a cloudy sky	the art is vibrant	not_entailment	The art is as colorful as a cloudy sky
The man's head was attractive	The man's head was attractive	entailment	The man's head was as handsome as a work of art
The man's head was attractive	The man's head was ugly	not_entailment	The man's head was as handsome as a work of art
The man's head was not particularly attractive	The man's head was ugly	entailment	The man's head was as handsome as a trash can
The man's head was not particularly attractive	The man's head was attractive	not_entailment	The man's head was as handsome as a trash can
The building has existed for approximately the same amount of time as the universe	It's very old	entailment	The building is as old as the universe itself
The building has existed for approximately the same amount of time as the universe	It's brand new	not_entailment	The building is as old as the universe itself
The building was constructed prior to the expected birth of a baby tomorrow	It's brand new	entailment	The building is as old as the baby that will be born tomorrow
The building was constructed prior to the expected birth of a baby tomorrow	It's very old	not_entailment	The building is as old as the baby that will be born tomorrow
The fan generates a strong airflow	It can blow a lot	entailment	That fan has the blowing power of the Greek god Aeolus
The fan generates a strong airflow	It can hardly blow at all	not_entailment	That fan has the blowing power of the Greek god Aeolus
The fan moves air with a force equivalent to an unplugged hairdryer	It can hardly blow at all	entailment	That fan has the blowing power of an unplugged hairdryer
The fan moves air with a force equivalent to an unplugged hairdryer	It can blow a lot	not_entailment	That fan has the blowing power of an unplugged hairdryer
The sandwich meat had the same degree of wetness as a towelette	The sandwich meat was moist.	entailment	The sandwich meat was as moist as a towelette
The sandwich meat had the same degree of wetness as a towelette	The sandwich meat was dry.	not_entailment	The sandwich meat was as moist as a towelette
The sandwich meat had less moisture than typical sandpaper	The sandwich meat was dry.	entailment	The sandwich meat was as moist as sandpaper
The sandwich meat had less moisture than typical sandpaper	The sandwich meat was moist.	not_entailment	The sandwich meat was as moist as sandpaper
She was of the same size as a ladybug	She was small.	entailment	She was as big as a lady bug.
She was of the same size as a ladybug	She was big.	not_entailment	She was as big as a lady bug.
She was very large	She was big.	entailment	She was as big as a elephant.
She was very large	She was small.	not_entailment	She was as big as a elephant.
The future appeared as dimly lit as a mud puddle	The future is dull	entailment	The future had the brightness of a mud puddle
The future appeared as dimly lit as a mud puddle	The future is bright	not_entailment	The future had the brightness of a mud puddle
The future appeared very bright to me	The future is bright	entailment	The future had the brightness of diamond
The future appeared very bright to me	The future is dull	not_entailment	The future had the brightness of diamond
The girl was extremely happy, displaying great joy and excitement, much like the opening of a champ	The girl's happiness was effusive.	entailment	The girl's happiness exploded like a bottle of champagne
The girl was extremely happy, displaying great joy and excitement, much like the opening of a champ	The girl's happiness didn't really explode at all.	not_entailment	The girl's happiness exploded like a bottle of champagne
The girl was extremely happy, her joy manifested in a loud and sudden expression	The girl's happiness didn't really explode at all.	entailment	The girl's happiness exploded like a lullaby
The girl was extremely happy, her joy manifested in a loud and sudden expression	The girl's happiness was effusive.	not_entailment	The girl's happiness exploded like a lullaby
